id,prompt,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation
quiz-629,下列何者是今日議程之一？,格鬥遊戲 AI 開發經驗談,「我寫故我在」社群媒體裡的憂鬱蹤跡,泡沫列車：一趟加密貨幣的經濟之旅,雷系魔法師也能煎牛排！,C,正確答案是 C：泡沫列車：一趟加密貨幣的經濟之旅。
quiz-630,下列何者是今日議程之一？,BGP Hijacking: new ways to mass surveillance,The evolving role of mobile communication in everyday logistics,"Mobile connection: Permanently online, permanently connected.",Analysis and Improvement of IOTA PoW Implementation,D,正確答案是 D：Analysis and Improvement of IOTA PoW Implementation。
quiz-631,下列何者是今日議程之一？,雷系魔法師也能煎牛排！,「我寫故我在」社群媒體裡的憂鬱蹤跡,直播邊看邊好玩：探討遊戲挑戰及持續意圖,"想學 OS, 從 MINIX 開始",D,"正確答案是 D：想學 OS, 從 MINIX 開始。"
quiz-632,下列何者是今日議程之一？,網路身分的真與假：談網路實名制,格鬥遊戲 AI 開發經驗談,從學生到放火實習生的奇幻旅程,「我寫故我在」社群媒體裡的憂鬱蹤跡,C,正確答案是 C：從學生到放火實習生的奇幻旅程。
quiz-633,RNN 又稱為循環神經網路，LSTM 為其衍伸，最主要的差異為 LSTM 中加入 input / forget / output 三個控制用開關，請問這些開關與相對應作用組合下列何者正確？,Input gate 控制前一個以及當前時刻的新資訊,Forget gate主要用來控制從隱藏層節點中要忘記哪些資訊,Output gate 控制哪些資訊可以通過,以上皆是,D,正確答案是 D：以上皆是。
quiz-634,RNN 又稱為循環神經網路，下列有關 RNN 的敘述，何者錯誤？,主要用來處理序列性資料，如圖片、影片等,為基於時間狀態的循環機制,對前面的資訊記憶並應用於當前的輸出共同計算,根據架構又分為 Elman 與 Jordan 類型,A,正確答案是 A：主要用來處理序列性資料，如圖片、影片等。
quiz-635,請問關於 LR 剖析器，下列敘述何者正確？,屬於 Top - down 上下文分析,由左至右處理輸入字串,Left derivation,以上皆是,C,正確答案是 C：Left derivation。
quiz-636,Yacc 所產生的就解析器為下列何種,LL(0),LL(1),LALR,SLR,C,正確答案是 C：LALR。
quiz-637,請問看見 .mil 的網域名稱，代表該單位屬於？,教育與學術機構,政府機關單位,財團法人、基金會等非官方組織,軍事單位,D,正確答案是 D：軍事單位。
quiz-638,下列何者不為 JBDC 的四種 type 之一？,JDBC-ODBC Bridge driver,Native-API/all Java driver,AllJava/Net-protocol driver,All Java/Native-protocol driver,B,正確答案是 B：Native-API/all Java driver。
quiz-639,CSS 中 margin 這個屬性在下時，如下四個值（ex: margin: 20px 0px 20px 20px），他四個值分別依序代表了和那些方位與鄰近物件的距離呢？,上下左右,上右下左,上右下左,上左下右,C,正確答案是 C：上右下左。
quiz-640,CSS 中 padding 這個屬性在下時，如下四個值（ex: padding: 20px 0px 20px 20px），他四個值分別依序代表了和那些方位與內部元件的距離呢？,上下左右,上右下左,上右下左,上左下右,B,正確答案是 B：上右下左。
quiz-641,CSS 中 margin 這個屬性在下時，如下兩個值（ex: margin: 20px 0px），他兩個值分別依序代表了和那些方位與鄰近物件的距離呢？,上下與左右,上左與下右,左右與上下,右下與左上,A,正確答案是 A：上下與左右。
quiz-642,政府機關的網站為符合 NCC 無障礙設計的規範，會在網站中加入「導盲磚」（亦稱做定位點），請問他是下列哪個符號,???,!!!,|||,:::,D,正確答案是 D：:::。
quiz-643,下列哪一種語言不需要 ; 結尾？,C++,Python,Java,Verilog,B,正確答案是 B：Python。
quiz-644,在 C++ 中，程式結尾通常要加什麼符號？,分號,句號,冒號,空白,A,正確答案是 A：分號。
quiz-645,根據 TIOBE 編程社區統計 2017 最可能流行的語言是？,Java,C++,Python,Verilog,A,正確答案是 A：Java。
quiz-646,在 C++ 中，「//」的用途是？,註解,開頭,宣告,結尾,A,正確答案是 A：註解。
quiz-647,下列何者非 open source 優點？,多人維護,Debug 速度快,專人維護,程式較安全,C,正確答案是 C：專人維護。
quiz-648,下列哪一種語言屬於硬體描述語言？,Verilog,C++,Python,JavaScript,A,正確答案是 A：Verilog。
quiz-649,在 C++ 中，下列哪一個字詞不是保留字？,counter,case,break,if,A,正確答案是 A：counter。
quiz-650,下列何者並非 Linux 的優點？,良好的多人多工環境，資源分配平均,除了免費之外，線上更新速度快，除錯與安全性均較佳,為 open source 的授權，故而具有 open source 的所有優缺點,以上皆是,D,正確答案是 D：以上皆是。
quiz-651,下列哪一個函式不存在於 C++ 中 vector 的 STL 中？,relength(),resize(),reserve(),size(),A,正確答案是 A：relength()。
quiz-652,在 C++ 中，保留字「void」代表什麼？,不用回傳值,一般格式規定,回傳數字,回傳字串,A,正確答案是 A：不用回傳值。
quiz-653,SITCON 2018 是 SITCON 的第幾屆年會？,3,5,6,8,C,正確答案是 C：6。
quiz-654,在 Python 3 中，print('SITCON 2018') 會得到什麼輸出結果？,print('SITCON 2018'),sitcon 2018,SITCON 2018',SITCON 2018,D,正確答案是 D：SITCON 2018。
quiz-655,以下何者為開源的圖像處理軟體？,Photoshop,Photocap,GIMP,Lightroom,C,正確答案是 C：GIMP。
quiz-656,於 SITCON 2016 新登場的吉祥物為下列何者？,SITCON 娘,小莎,小啄,小石,D,正確答案是 D：小石。
quiz-657,自然語言通常是指一種自然地隨文化演化的語言，自然語言處理則是要讓電腦能妥善的處理自然語言，其最終目標是要讓電腦能「理解」自然語言。請問推測下列和者為自然語言處理的應用？,問答辨識系統,機器翻譯,資訊索引,以上皆是,D,正確答案是 D：以上皆是。
quiz-658,Deep learinging 為時下最熱門的研究領域之一，請問下列何者不為常見的神經網路模型？,NN,RNN,CNN,ZNN,D,正確答案是 D：ZNN。
quiz-659,請問要輸入什麼才能離開 Vim？,Ctrl-C,:exit,:),:q,D,正確答案是 D：:q。
quiz-660,請問第一屆 SITCON 辦在下列何處？,台科大,中央研究院 人文科學館,國立科學工藝博物館,台大,A,正確答案是 A：台科大。
quiz-661,請問 SITCON 有一個帶領大家認識學生計算機年會的活動，是下列何者？,閃電秀,導遊團,Unconference,大地遊戲,B,正確答案是 B：導遊團。
quiz-662,請問 SITCON 小編群沒有在下列何者平台發文過？,Facebook,Plurk,Instagram,推特,C,正確答案是 C：Instagram。
quiz-663,勒索病毒服務簡稱為？,RaaS,LaaS,KaaS,MaaS,A,正確答案是 A：RaaS。
quiz-664,近年來，資安漏洞與危機頻傳，2017 年惡名昭彰的勒索病毒 WannaCry 更是造成全球陷入資安風報，更有資安公司大膽預言，2018 年 ___________ 將是犯罪集團主要獲利模式，請推測 _________ 中為下列何者？,比特幣,數位勒索,變臉詐騙,釣魚網站,B,正確答案是 B：數位勒索。
quiz-665,去年，FCC 宣布廢除什麼，引發了資訊界一片譁然？,電腦平等性原則,網路中立性原則,資訊公平性原則,手機差異性原則,B,正確答案是 B：網路中立性原則。
quiz-666,二進位表示法的 1010 在十進位表示法中寫成？,10,11,12,13,A,正確答案是 A：10。
quiz-667,二進位表示法的 1011 在十進位表示法中寫成？,10,11,12,13,B,正確答案是 B：11。
quiz-668,二進位表示法的 1100 在十進位表示法中寫成？,10,11,12,13,C,正確答案是 C：12。
quiz-669,二進位表示法的 1101 在十進位表示法中寫成？,12,13,14,15,B,正確答案是 B：13。
quiz-670,二進位表示法的 1110 在十進位表示法中寫成？,12,13,14,15,C,正確答案是 C：14。
quiz-671,二進位表示法的 1111 在十進位表示法中寫成？,13,14,15,16,C,正確答案是 C：15。
quiz-672,以下何者符合正規表達式「ab*ab」？,aab,ababa,abbbaab,ababbba,A,正確答案是 A：aab。
quiz-673,以下何者符合正規表達式「a+b」？,abbb,ba,bab,aab,D,正確答案是 D：aab。
quiz-674,"假設現在 $t0=0、$t1=1、$t2=2，則若有一 MIPS 指令 add $t0, $t1, $t2，問 $t2=？",0,1,2,3,C,正確答案是 C：2。
quiz-675,十六進位表示法的 a0 在二進位表示法中可以表示成？,1010 0000,1010 1111,1001 1111,1011 0000,A,正確答案是 A：1010 0000。
quiz-676,十六進位表示法的 62 在二進位表示法中可以表示成？,0110 0001,0101 1000,0110 0010,1010 0101,C,正確答案是 C：0110 0010。
quiz-677,1 GB 等於多少 MB？,1000,10000,1024,1042,C,正確答案是 C：1024。
quiz-678,1 MB 等於多少 KB？,1024,2048,1000,10000,A,正確答案是 A：1024。
quiz-679,"假設現在 $t0=0、$t1=1、$t2=2，則若有一 MIPS 指令 sub $t2, $t1, $t0，問 $t1=？",0,1,2,3,B,正確答案是 B：1。
quiz-680,下列何者是今日議程之一？,BGP Hijacking: new ways to mass surveillance,Use AI to make our own anime girl face,No More Crypto Fails,The evolving role of mobile communication in everyday logistics,B,正確答案是 B：Use AI to make our own anime girl face。
quiz-681,下列何者並非今日議程之一？,泡沫列車：一趟加密貨幣的經濟之旅,從 V8 Javascript 引擎淺談現代編譯技術,從學生到放火實習生的奇幻旅程,蘊含著強大力量的 GTK 啊，封印解除！,B,正確答案是 B：從 V8 Javascript 引擎淺談現代編譯技術。
quiz-682,下列何者並非今日議程之一？,奔跑吧！台北：遊戲開發經驗分享,我單槍匹馬的開源貢獻之路,現代檔案系統 ZFS 的簡介與應用,校園資訊系統的困境與嘗試改善,D,正確答案是 D：校園資訊系統的困境與嘗試改善。
quiz-683,下列何者並非今日議程之一？,計算中的遊戲與模仿,「我寫故我在」社群媒體裡的憂鬱蹤跡,讀 scheme 魔法書 SICP,由淺入坑區塊鏈～從認識架構到應用智能合約！,B,正確答案是 B：「我寫故我在」社群媒體裡的憂鬱蹤跡。
quiz-684,下列何者並非今日議程之一？,瀏覽器開發與開源經驗,計算中的遊戲與模仿,直播邊看邊好玩：探討遊戲挑戰及持續意圖,CCNS Radio - 社辦點歌電台,C,正確答案是 C：直播邊看邊好玩：探討遊戲挑戰及持續意圖。
quiz-685,下列何者並非今日議程之一？,網路身分的真與假：談網路實名制,瀏覽器開發與開源經驗,由淺入坑區塊鏈～從認識架構到應用智能合約！,Vault 7 考古挖寶記,A,正確答案是 A：網路身分的真與假：談網路實名制。
quiz-686,下列哪一種雜湊演算法不容易遭受 Hash Collision?,SHA-1,SHA-256,MD5,MD4,B,正確答案是 B：SHA-256。
quiz-687,請問標準 UML 中，下列何者符號代表 start ？,○,●,㊣,◎,B,正確答案是 B：●。
quiz-688,若要純粹以 CSS 建置 RWD 網頁，不會用到下面哪一種 CSS 語法？,mid-width,max-width,@keyframes,@media,C,正確答案是 C：@keyframes。
quiz-689,CSS3 新增了一個可用於計算數值的功能，請問該語法為？,opacity,calc,display,em,B,正確答案是 B：calc。
quiz-690,SITCON 的 Logo 於 2014 年正式定稿為現今的版本，請問此 Logo 圖像部分為何種物品？,指南針,橘子,蘋果,香蕉,A,正確答案是 A：指南針。
quiz-691,向量繪圖軟體為藝術與設計創作者很重要的創作工具之一，請問下列何者是開源的向量繪圖軟體？,illustrator,Inkscape,GIMP,Open Office,B,正確答案是 B：Inkscape。
quiz-692,在 Python3 中，下列哪一種模式可以寫入文件且不清空前內容？,a,r+,w,w+,A,正確答案是 A：a。
quiz-693,請問 0011 1010 之 2 補數為多少？,0011 1010,1100 0101,1100 0110,1101 0101,C,正確答案是 C：1100 0110。
quiz-694,請問 0011 1010 之 1 補數為多少？,0011 1010,1100 0101,1100 0110,1101 0101,B,正確答案是 B：1100 0101。
quiz-695,請問下列關於資料結構中， Stack 的敘述何者錯誤？,FIFO,利用 push 加入新資料,利用 pop 移出資料,只允許在一端進行操作,A,正確答案是 A：FIFO。
quiz-696,請問下列關於資料結構中， Queue 的敘述何者錯誤？,FIFO,可以將資料由 front 刪除,rear 亦可以進行刪除操作,Queue 可以設計成環狀,C,正確答案是 C：rear 亦可以進行刪除操作。
quiz-697,請問關於 XOR 的 Truth table 何者正確？,"(1,1) => 1","(1,0) => 0","(0,0) => 0","(0,1) => 1",D,"正確答案是 D：(0,1) => 1。"
quiz-698,雲端運算有三大服務，請問不包含下列何者？,IaaS,FaaS,PaaS,SaaS,B,正確答案是 B：FaaS。
quiz-699,雲端運算仍在發展中，目前普遍認同的雲端運算服務是 SPI 模型，請問 SPI 所指的服務不包含下列何者？,軟體,平台,基礎建設,公共建設,D,正確答案是 D：公共建設。
quiz-700,請問下列關於 IaaS（Infrastructure as a Service）的敘述，何者錯誤？,降低了硬體運算資源取得的門檻,需要運算資源時，可立即獲得資源,使用者需要理解雲端運算背後的架構,可依使用者的需求動態彈性縮放,C,正確答案是 C：使用者需要理解雲端運算背後的架構。
quiz-701,請問下列關於 PaaS（Platform as a Service）的敘述，何者錯誤？,將應用程式開發環境以服務的型式來提供,降低了開發與部署應用程式的門檻,開發人員不需要先建置開發環境的硬體平臺,無法結合其他形式的雲端服務,D,正確答案是 D：無法結合其他形式的雲端服務。
quiz-702,截至 2017 年，在 GitHub 上最多專案的語言是？,Python,CSS,JavaScript,Go,C,正確答案是 C：JavaScript。
quiz-703,140.128.77.10/25 這個網段有多少可用的 IP？,128,123,126,100,C,正確答案是 C：126。
quiz-704,為了防止 Broadcast Storm，我們可以使用甚麼協定？,STP,HTTP,TCP,SNP,A,正確答案是 A：STP。
quiz-705,有許多與語言都可以藉由 transpiler 轉換成 JavaScript code，下列哪個語言不可以被轉換成 JavaScript？,PureScript,CoffeScript,PostScript,TypeScript,C,正確答案是 C：PostScript。
quiz-706,"x, y = y, x，請問這段 Python code 的功能是甚麼？",相乘,相加,交換,切割,C,正確答案是 C：交換。
quiz-707,下列哪個 JavaScript code 的執行結果為 true？,null > 0,null == 0,null >= 0,以上皆非,C,正確答案是 C：null >= 0。
quiz-708,下列哪個 JavaScript code 的執行結果為 false？,Math.max() < Math.min(),undefined == null,Infinity == Infinity,1 instanceof Number,D,正確答案是 D：1 instanceof Number。
quiz-709,若有一個二元樹，樹高為 h ，節點樹為 2^h-1 ，請問該二元樹又稱為？,Peferct Binary Tree,Full Binary Tree,Ideal Binary Tree,Complete Binary Tree,A,正確答案是 A：Peferct Binary Tree。
quiz-710,若有一個二元樹，樹高為 h ，子節點個數不是為 0 就是 2，請問該二元樹又稱為？,Peferct Binary Tree,Full Binary Tree,Ideal Binary Tree,Complete Binary Tree,B,正確答案是 B：Full Binary Tree。
quiz-711,若有一個二元樹，高度為 k ，已知它至少有 2^(k-1) 個節點，最多可能有 2^k - 1 個節點，請問該二元樹為？,Peferct Binary Tree,Full Binary Tree,Ideal Binary Tree,Complete Binary Tree,D,正確答案是 D：Complete Binary Tree。
